category,strain,effect_1,effect_2,effect_3,effect_4,effect_5,medical_1,medical_2,medical_3,medical_4,medical_5,negative_1,negative_2,negative_3,negative_4,negative_5,flavor_1,flavor_2,flavor_3,review_total,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
hybrid,orange crush, happy, relaxed, creative, energetic, uplifted , stress, depression, pain, fatigue, headaches , dry mouth, headache, dry eyes, dizzy, paranoid ,1. orange,2. citrus,3. sweet,480.0,california orange,blueberry,n,n,n,n,n
hybrid,orange diesel, euphoric, relaxed, focused, uplifted, energetic , stress, pain, fatigue, lack of appetite, depression , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. orange,2. diesel,3. citrus,76.0,sour diesel,agent orange,n,n,n,n,n
hybrid,orange dream, relaxed, happy, uplifted, energetic, hungry , stress, depression, pain, cramps, fatigue , dry mouth, headache, dry eyes, paranoid, dizzy ,1. orange,2. vanilla,3. citrus,83.0,orange crush,blue dream,n,n,n,n,n
sativa,orange durban, energetic, uplifted, focused, happy, talkative , depression, fatigue, headaches, stress, eye pressure , dry eyes, dry mouth, headache ,,,1. orange,2. pine,3. citrus,11.0,durban poison,n,n,n,n,n,n
hybrid,orange harambe, tingly, relaxed, sleepy, happy, hungry , eye pressure, fatigue, headaches ,,,,,,,,,,,5.0,mandarin sunset,n,n,n,n,n,n
hybrid,orange haze, happy, hungry, uplifted, talkative, energetic , cramps, stress, depression, lack of appetite, inflammation , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. earthy,2. citrus,3. woody,153.0,orange bud,haze,n,n,n,n,n
hybrid,orange hill special, happy, sleepy, hungry, focused, uplifted , insomnia, stress, lack of appetite, depression, fatigue , dry mouth, dry eyes ,,,,1. orange,2. citrus,3. sweet,10.0,orange bud,california orange,n,n,n,n,n
hybrid,orange juice, relaxed, sleepy, happy, euphoric, uplifted , insomnia, stress, depression, fatigue, lack of appetite , dry eyes, dry mouth, dizzy, anxious, paranoid ,1. orange,2. citrus,3. diesel,42.0,og kush,california orange,n,n,n,n,n
indica,orange kush, relaxed, happy, sleepy, uplifted, euphoric , stress, pain, depression, insomnia, headaches , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. orange,2. citrus,3. earthy,717.0,og kush,orange bud,n,n,n,n,n
hybrid,orange kush breath, happy, sleepy, euphoric, relaxed, uplifted , depression, pain, stress, cramps, fatigue , anxious, paranoid ,,,,1. earthy,2. citrus,3. orange,6.0,orange juice,n,n,n,n,n,n
indica,orange romulan, euphoric, relaxed, giggly, happy, tingly , headaches, stress, fatigue, insomnia, lack of appetite ,,,,,,1. citrus,2. orange,3. grapefruit,,orange kush,romulan,n,n,n,n,n
hybrid,orange skunk, happy, euphoric, giggly, talkative, energetic , stress, depression, pain, lack of appetite, headaches , dry mouth, anxious, paranoid, dry eyes, headache ,1. orange,2. skunk,3. citrus,38.0,california orange,skunk no 1,n,n,n,n,n
hybrid,orange snow cone, creative, energetic, euphoric, focused, happy , headaches ,,,,, headache ,,,,,1. tar,2. citrus,3. earthy,2.0,agent orange,n,n,n,n,n,n
hybrid,orange turbo, happy, uplifted, relaxed, energetic, euphoric , fatigue, lack of appetite, stress, nausea, pain , dry mouth, dry eyes ,,,,1. citrus,2. orange,3. earthy,15.0,n,n,n,n,n,n,n
hybrid,orange velvet, happy, relaxed, focused, uplifted, energetic , stress, depression, pain, fatigue, headaches , dry mouth, dry eyes, anxious, dizzy, paranoid ,1. orange,2. citrus,3. sweet,61.0,skunk no 1,n,n,n,n,n,n
sativa,orange wreck, creative, happy, relaxed, focused, energetic , stress, fatigue, depression, muscle spasms, pain , dry mouth, dry eyes, dizzy, headache ,,1. orange,2. citrus,3. grapefruit,12.0,n,n,n,n,n,n,n
hybrid,orangutang, relaxed, uplifted, euphoric, happy, focused , stress, lack of appetite, nausea, pain, depression , dry eyes, dry mouth ,,,,1. citrus,2. earthy,3. diesel,3.0,orange crush,citrus sap,gg4,tangie,n,n,n
indica,oregon diesel, relaxed, happy, euphoric, uplifted, focused , stress, depression, lack of appetite, fatigue, insomnia , dry mouth, dizzy, dry eyes, anxious, paranoid ,1. berry,2. diesel,3. earthy,89.0,nyc diesel,blackberry,n,n,n,n,n
hybrid,oregon pineapple, happy, euphoric, creative, giggly, energetic , depression, stress, nausea, pain, eye pressure , dry mouth, dry eyes ,,,,1. pineapple,2. pine,3. sweet,42.0,pineapple,master kush,n,n,n,n,n
sativa,oregon pinot noir, relaxed, happy, euphoric, hungry, uplifted , nausea, pain, stress, insomnia, lack of appetite , dry mouth, dizzy ,,,,1. grape,2. sweet,3. berry,14.0,hawaiian purple kush,pitbull,n,n,n,n,n
hybrid,organic diesel, happy, uplifted, euphoric, relaxed, tingly , stress, depression, pain, headaches, insomnia , dry eyes, dry mouth, dizzy, paranoid ,,1. pungent,2. flowery,3. diesel,,n,n,n,n,n,n,n
hybrid,orient express, relaxed, happy, uplifted, euphoric, hungry , fatigue, cramps, depression, eye pressure, headaches , dry mouth ,,,,,1. nutty,2. pine,3. lemon,6.0,china yunnan,n,n,n,n,n,n
hybrid,original glue, relaxed, euphoric, happy, uplifted, sleepy , stress, pain, depression, insomnia, lack of appetite , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. earthy,2. pungent,3. pine,3865.0,chems sister,chocolate diesel,sour dubble,n,n,n,n
indica,ortega, relaxed, giggly, uplifted, euphoric, sleepy , pain, depression, lack of appetite, cramps, headaches , dry eyes, dry mouth ,,,,1. spicy/herbal,2. earthy,3. pepper,9.0,northern lights,n,n,n,n,n,n
sativa,outer space, uplifted, euphoric, relaxed, focused, happy , depression, stress, pain, inflammation, muscle spasms , dry mouth, dry eyes, anxious, paranoid, headache ,1. sweet,2. citrus,3. earthy,101.0,island sweet skunk,trinity,n,n,n,n,n
sativa,outlaw, uplifted, euphoric, happy, relaxed, creative , stress, pain, headaches, inflammation, muscle spasms , dry mouth, dry eyes, headache ,,,1. earthy,2. sweet,3. citrus,16.0,haze,amnesia,n,n,n,n,n
indica,pacific blue, happy, euphoric, aroused, focused, creative , stress, insomnia, pain, depression, headaches , dry mouth, dry eyes, dizzy ,,,1. earthy,2. flowery,3. woody,16.0,pre-98 bubba kush,dj short blueberry,n,n,n,n,n
hybrid,pacific frost, creative, happy, focused, energetic, euphoric , cramps, depression, lack of appetite, muscle spasms, pain ,,,,,,1. berry,2. grape,3. rose,6.0,frosty,n,n,n,n,n,n
sativa,pagoda, happy, relaxed, euphoric, creative, hungry , stress, inflammation, pain, depression, fatigue ,,,,,,1. citrus,2. earthy,3. grapefruit,5.0,apollo 11,appalachia,n,n,n,n,n
indica,pakistan valley kush, relaxed, sleepy, hungry, happy, tingly , insomnia, pain, nausea, stress, lack of appetite , dry eyes, dry mouth, headache ,,,1. spicy/herbal,2. woody,3. sage,20.0,n,n,n,n,n,n,n
indica,pakistani chitral kush, relaxed, happy, euphoric, sleepy, hungry , stress, pain, insomnia, depression, inflammation , dry mouth, dry eyes, headache, dizzy ,,1. earthy,2. sweet,3. berry,85.0,n,n,n,n,n,n,n
indica,palm tree cbd, relaxed, focused, happy, sleepy, euphoric , stress, inflammation, pain, headaches, depression , dry mouth, anxious, dry eyes, dizzy, headache ,1. earthy,2. citrus,3. woody,26.0,n,n,n,n,n,n,n
indica,pamelina, relaxed, euphoric, tingly, happy, giggly , stress, depression, insomnia, lack of appetite, nausea , dry eyes, dry mouth, dizzy, anxious ,,1. earthy,2. pepper,3. spicy/herbal,15.0,girl scout cookies,n,n,n,n,n,n
hybrid,pan jam, creative, focused, happy, relaxed, talkative , fatigue, depression, headaches, inflammation, lack of appetite , anxious ,,,,,1. earthy,2. chemical,3. pepper,,panama red,lambs bread,n,n,n,n,n
sativa,panama punch, happy, euphoric, energetic, uplifted, relaxed , stress, inflammation, depression, fatigue, headaches , dry eyes, dry mouth, anxious ,,,1. strawberry,2. tree fruit,3. orange,23.0,nevilles haze,n,n,n,n,n,n
sativa,panama red, creative, talkative, energetic, happy, focused , lack of appetite, depression, stress, fatigue, pain , dry mouth, anxious, paranoid, dry eyes, headache ,1. spicy/herbal,2. woody,3. earthy,172.0,central american,n,n,n,n,n,n
hybrid,panda og, happy, uplifted, relaxed, focused, euphoric , stress, pain, insomnia, depression, lack of appetite , dry mouth, anxious, dry eyes, dizzy, headache ,1. berry,2. pungent,3. chemical,31.0,og chem,n,n,n,n,n,n
sativa,pandoras box, euphoric, uplifted, happy, energetic, tingly , stress, pain, depression, headaches, nausea , anxious, dry eyes, headache, dry mouth, paranoid ,1. citrus,2. woody,3. diesel,134.0,jack the ripper,space queen,n,n,n,n,n
indica,papas og, relaxed, happy, sleepy, euphoric, uplifted , stress, pain, insomnia, depression, nausea , dry mouth, dry eyes, dizzy, headache, anxious ,1. pungent,2. sweet,3. earthy,119.0,skywalker og,og kush,n,n,n,n,n
indica,papas og, relaxed, happy, sleepy, euphoric, uplifted , stress, pain, insomnia, depression, nausea , dry mouth, dry eyes, dizzy, headache, anxious ,1. pungent,2. sweet,3. earthy,,skywalker og,og kush,n,n,n,n,n
indica,paris og, relaxed, sleepy, euphoric, happy, uplifted , insomnia, stress, pain, depression, inflammation , dry mouth, dry eyes, dizzy, anxious, paranoid ,1. earthy,2. pungent,3. tree fruit,288.0,headband,lemon og kush,n,n,n,n,n
indica,paris xxx, creative, happy, energetic, euphoric, uplifted , lack of appetite, cramps, eye pressure, fatigue, headaches , anxious ,,,,,1. pungent,2. citrus,3. earthy,,chemdawg,og kush,headband,n,n,n,n
hybrid,patti cake, giggly, hungry, relaxed, uplifted ,, depression, lack of appetite, stress ,,,,,,,,1. earthy,2. nutty,3. sweet,,n,n,n,n,n,n,n
hybrid,peach cobbler, euphoric, relaxed, focused, giggly, happy , depression, insomnia, lack of appetite, stress, cramps , dry eyes, dry mouth ,,,,1. peach,2. sweet,3. vanilla,5.0,strawberry banana,dream queen,n,n,n,n,n
hybrid,peach puree, relaxed, uplifted, aroused, creative, energetic , depression, fatigue, stress ,,,,,,,,1. citrus,2. flowery,3. menthol,2.0,sweet diesel,california orange,n,n,n,n,n
hybrid,peaches and cream, happy, relaxed, uplifted, focused, energetic , stress, fatigue, pain, depression, insomnia , dry mouth, anxious, paranoid, dry eyes, headache ,1. peach,2. skunk,3. sweet,70.0,skunk no 1,n,n,n,n,n,n
hybrid,peachy mack, happy, energetic, euphoric, giggly, relaxed , headaches, lack of appetite, nausea ,,, dry mouth ,,,,,1. peach,2. apricot,3. berry,3.0,golden pineapple,peaches and cream,n,n,n,n,n
hybrid,pearl scout cookies, euphoric, tingly, relaxed, uplifted, energetic , eye pressure, headaches, stress, lack of appetite, spasticity , dizzy, dry mouth, dry eyes, anxious, paranoid ,1. flowery,2. citrus,3. earthy,51.0,girl scout cookies,n,n,n,n,n,n
hybrid,peles fire og, relaxed, happy, uplifted, sleepy, creative , cramps, headaches, lack of appetite, muscle spasms, pain ,,,,,,1. earthy,2. citrus,3. flowery,5.0,fire og,n,n,n,n,n,n
indica,pennywise, relaxed, happy, euphoric, uplifted, focused , stress, pain, depression, lack of appetite, insomnia , dry eyes, dry mouth, headache, anxious, dizzy ,1. earthy,2. sweet,3. woody,359.0,jack the ripper,harlequin,n,n,n,n,n
hybrid,peppermint cookies, relaxed, happy, euphoric, giggly, uplifted , stress, depression, lack of appetite, pain, nausea , dizzy, dry mouth, anxious, dry eyes, headache ,1. mint,2. earthy,3. woody,54.0,girl scout cookies,n,n,n,n,n,n
hybrid,perfect purple, energetic, happy, creative, euphoric, relaxed , depression, pain, stress ,,,,,,,,1. tropical,,,,n,n,n,n,n,n,n
hybrid,permafrost, happy, uplifted, euphoric, relaxed, focused , stress, depression, pain, fatigue, lack of appetite , dry mouth, dry eyes, anxious, dizzy, paranoid ,1. earthy,2. pine,3. sweet,372.0,trainwreck,white widow,n,n,n,n,n
indica,pestilence, creative, euphoric, focused, relaxed, sleepy , insomnia, pain, spasticity, stress ,,,,,,,1. earthy,2. pine,3. pungent,,abusive og,n,n,n,n,n,n
indica,petrolia headstash, euphoric, relaxed, aroused, uplifted, happy , stress, depression, pain, lack of appetite, inflammation , anxious, dry eyes, dry mouth ,,,1. pungent,2. earthy,3. tar,14.0,afghani,n,n,n,n,n,n
indica,peyote cookies, relaxed, sleepy, euphoric, happy, uplifted , insomnia, pain, stress, muscle spasms, depression , dry mouth, dry eyes, dizzy, headache, paranoid ,1. earthy,2. sweet,3. woody,49.0,cookies kush,n,n,n,n,n,n
hybrid,peyton manning, creative, euphoric, focused, giggly, uplifted ,,,,,,,,,,,1. earthy,,,,sfv og,chemdawg 91,n,n,n,n,n
indica,pez, happy, uplifted, focused, relaxed, euphoric , pain, insomnia, headaches, stress, lack of appetite , dry eyes, dry mouth, dizzy, paranoid ,,1. berry,2. citrus,3. sweet,43.0,afghani,n,n,n,n,n,n
indica,phantom arrow, happy, relaxed, euphoric, focused, hungry , stress, pain, headaches, inflammation, lack of appetite , dry mouth, headache ,,,,1. tree fruit,2. earthy,3. menthol,3.0,purple arrow,pink champagne,n,n,n,n,n
hybrid,phantom cookies, happy, uplifted, relaxed, euphoric, focused , stress, pain, headaches, muscle spasms, cramps , dry mouth, dry eyes, dizzy, paranoid, anxious ,1. sweet,2. earthy,3. pungent,209.0,granddaddy purple,cherry pie,n,n,n,n,n
indica,phantom og, happy, relaxed, euphoric, sleepy, uplifted , pain, insomnia, stress, depression, inflammation , dry mouth, dry eyes, dizzy, paranoid, headache ,1. earthy,2. pine,3. flowery,123.0,og kush,n,n,n,n,n,n
indica,phatt frutty, happy, talkative, aroused, hungry, relaxed , depression, headaches, pain, stress ,, dry mouth, dry eyes ,,,,1. lemon,2. lime,3. citrus,,afghani,north indian,mexican,n,n,n,n
hybrid,pheno 51, relaxed, happy, euphoric, uplifted, creative , pain, stress, insomnia, depression, fatigue , dry mouth, dizzy, dry eyes, headache, paranoid ,1. pine,2. earthy,3. woody,21.0,star killer,skywalker og,n,n,n,n,n
indica,phishhead kush, happy, euphoric, relaxed, giggly, creative , cramps, depression, headaches, insomnia, lack of appetite ,,,,,,1. berry,2. sweet,,8.0,afghani,n,n,n,n,n,n
hybrid,pie face og, sleepy, happy, relaxed, euphoric, uplifted , stress, pain, lack of appetite, insomnia, headaches , dry mouth, dry eyes, dizzy, anxious, headache ,1. sweet,2. vanilla,3. earthy,64.0,cherry pie,face off og,n,n,n,n,n
hybrid,pie hoe, euphoric, relaxed, happy, uplifted, giggly , stress, insomnia, nausea, depression, inflammation , dry mouth, anxious, dizzy, paranoid ,,1. grape,2. berry,3. flowery,18.0,tahoe og kush,n,n,n,n,n,n
hybrid,pine cone, creative, tingly, aroused, giggly, focused , depression, stress, fatigue, inflammation, pain , dry mouth, dry eyes, paranoid ,,,1. blue cheese,2. pine,3. woody,4.0,cinex,n,n,n,n,n,n
hybrid,pine queen dream, talkative, aroused, euphoric, focused, happy , headaches, depression, insomnia, pain, stress , dry mouth ,,,,,1. pine,2. woody,3. blueberry,,blue dream,n,n,n,n,n,n
indica,pine tar kush, uplifted, hungry, giggly, happy, focused , lack of appetite, pain, insomnia, depression, cramps , dry mouth, headache, dry eyes, paranoid, anxious ,1. pine,2. earthy,3. woody,53.0,n,n,n,n,n,n,n
hybrid,pineapple, happy, relaxed, euphoric, uplifted, talkative , stress, depression, pain, insomnia, lack of appetite , dry mouth, dry eyes, paranoid, anxious, headache ,1. pineapple,2. tropical,3. sweet,502.0,ed rosenthal super bud,n,n,n,n,n,n
hybrid,pineapple cookies, happy, relaxed, creative, uplifted, giggly , stress, pain, fatigue, headaches, eye pressure , anxious, dry mouth, dry eyes, paranoid ,,1. pineapple,2. citrus,3. earthy,12.0,platinum girl scout cookies,og poison,n,n,n,n,n
hybrid,pineapple diesel, energetic, relaxed, uplifted, happy, euphoric , pain, inflammation, stress, depression, fatigue , anxious, dry mouth, dry eyes, dizzy, paranoid ,1. pineapple,2. diesel,3. sweet,88.0,n,n,n,n,n,n,n
hybrid,pineapple dog shit, uplifted, happy, relaxed, creative, tingly , stress, depression, lack of appetite, pain, fatigue , dizzy, dry eyes, dry mouth, anxious, paranoid ,1. pineapple,2. citrus,3. tar,36.0,chemdawg 4,n,n,n,n,n,n
hybrid,pineapple express, happy, uplifted, euphoric, relaxed, energetic , depression, stress, pain, fatigue, lack of appetite , dry mouth, dry eyes, paranoid, anxious, dizzy ,1. pineapple,2. sweet,3. tropical,3287.0,trainwreck,hawaiian,n,n,n,n,n
sativa,pineapple fields, happy, uplifted, euphoric, relaxed, talkative , pain, stress, depression, headaches, muscle spasms , dry mouth, anxious, dry eyes, paranoid, dizzy ,1. tropical,2. pineapple,3. sweet,37.0,snow bud,pineapple,kali mist,n,n,n,n
sativa,pineapple haze, relaxed, happy, focused, uplifted, energetic , stress, depression, lack of appetite, fatigue, headaches , dry mouth, dry eyes, dizzy, headache, anxious ,1. pineapple,2. citrus,3. tropical,81.0,pineapple,haze,n,n,n,n,n
sativa,pineapple jack, happy, euphoric, uplifted, relaxed, hungry , stress, depression, headaches, lack of appetite, eye pressure , dry mouth, paranoid, anxious, dry eyes, dizzy ,1. pine,2. citrus,3. earthy,113.0,pineapple,jack herer,n,n,n,n,n
hybrid,pineapple kush, happy, relaxed, uplifted, euphoric, giggly , stress, depression, pain, lack of appetite, fatigue , dry mouth, dry eyes, headache, dizzy, anxious ,1. pineapple,2. sweet,3. earthy,613.0,master kush,pineapple,n,n,n,n,n
hybrid,pineapple mayhem, happy, relaxed, uplifted ,,,,,,,, dry mouth ,,,,,1. citrus,2. pineapple,,2.0,n,n,n,n,n,n,n
sativa,pineapple og, hungry, relaxed, uplifted, happy, energetic , stress, depression, pain, lack of appetite, headaches , dry mouth, dry eyes, dizzy, headache, paranoid ,1. pine,2. woody,3. orange,85.0,pineapple express,og kush,n,n,n,n,n
sativa,pineapple punch, creative, uplifted, euphoric, happy, energetic , stress, pain, inflammation, depression, lack of appetite , dry mouth, dry eyes, anxious, dizzy, paranoid ,1. pineapple,2. tropical,3. sweet,32.0,skunk no 1,n,n,n,n,n,n
hybrid,pineapple purple skunk, relaxed, happy, hungry, uplifted, euphoric , depression, pain, stress, fatigue, headaches , anxious, dry mouth, headache ,,,1. citrus,2. pineapple,3. skunk,11.0,pineapple,purple skunk,n,n,n,n,n
sativa,pineapple purps, uplifted, happy, focused, euphoric, relaxed , inflammation, depression, eye pressure, fatigue, headaches , dry mouth, anxious ,,,,1. earthy,2. pineapple,3. sweet,19.0,n,n,n,n,n,n,n
sativa,pineapple sage, uplifted, happy, creative, energetic, focused , stress, headaches, eye pressure, fatigue, cramps , dry mouth, headache ,,,,1. sage,2. pineapple,3. citrus,12.0,cinderella 99,sage,n,n,n,n,n
sativa,pineapple sage, uplifted, happy, creative, energetic, focused , stress, headaches, eye pressure, fatigue, cramps , dry mouth, headache ,,,,1. sage,2. pineapple,3. citrus,12.0,n,n,n,n,n,n,n
hybrid,pineapple skunk, relaxed, euphoric, uplifted, tingly, talkative , pain, stress, depression, inflammation, muscle spasms , anxious, dry mouth, dizzy, dry eyes, paranoid ,1. sweet,2. pineapple,3. skunk,105.0,cheese,pineapple,skunk 1,n,n,n,n
sativa,pineapple super silver haze, happy, uplifted, energetic, creative, focused , stress, depression, fatigue, lack of appetite, nausea , dry eyes, dry mouth, dizzy, anxious, paranoid ,1. pineapple,2. citrus,3. diesel,49.0,super silver haze,pineapple,n,n,n,n,n
