,strain,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
518,bog sour grape,sour bubble,n,n,n,n,n,n
519,bogart,hindu kush,chemdawg,lemon thai,n,n,n,n
520,boggle gum,northern lights 5,bog bubble,n,n,n,n,n
521,bogglegum,bog bubble,northern lights 5,n,n,n,n,n
522,bona dea,n,n,n,n,n,n,n
523,bonkers,lemon tree,cookies and cream,n,n,n,n,n
524,booger,strawberry cough,bubba kush,n,n,n,n,n
525,boombaye,mickey kush,n,n,n,n,n,n
526,bootlegger,ak-47,gupta kush,n,n,n,n,n
527,bootylicious,cookies and cream,n,n,n,n,n,n
528,bordello,n,n,n,n,n,n,n
529,boss hogg,chemdawg 4,n,n,n,n,n,n
530,boss og,og kush,n,n,n,n,n,n
531,boysenberry ,n,n,n,n,n,n,n
532,brain candy,white widow,northern lights,n,n,n,n,n
533,brains damage,mexican,mango,hawaiian,n,n,n,n
534,brainstorm haze,thai haze,sensi star,warlock,ak-47,n,n,n
535,brainwreck,trainwreck,willys wonder,jack herer,n,n,n,n
536,brand x,n,n,n,n,n,n,n
537,brandywine,pink champagne,n,n,n,n,n,n
538,brazil amazonia,n,n,n,n,n,n,n
539,brian berry black currant,brian berry cough,n,n,n,n,n,n
540,brian berry citrus blend,brian berry cough,n,n,n,n,n,n
541,brian berry cough,strawberry cough,space queen,n,n,n,n,n
542,brian berry honey lemon,quantum kush,n,n,n,n,n,n
543,bright fire,fire og,n,n,n,n,n,n
544,bright moments,grape stomper,n,n,n,n,n,n
545,broke diesel,n,n,n,n,n,n,n
546,bronze whaler,n,n,n,n,n,n,n
547,brooklyn mango,ed rosenthal super bud,nyc diesel,n,n,n,n,n
548,bruce banner,og kush,strawberry diesel,n,n,n,n,n
549,bruce banner 3,og kush,strawberry diesel,n,n,n,n,n
550,bubba berry,pre-98 bubba kush,dj short blueberry,n,n,n,n,n
551,bubba cheese auto,uk cheese,bubba kush,n,n,n,n,n
552,bubba doja,pre-98 bubba kush,double purple doja,n,n,n,n,n
553,bubba fresh,pre-98 bubba kush,banana og,n,n,n,n,n
554,bubba hash,katsu bubba kush,hash plant,n,n,n,n,n
555,bubba kush,og kush,n,n,n,n,n,n
556,bubba kush 20,bubba kush,og kush,n,n,n,n,n
557,bubba og,pre-98 bubba kush,ghost og,n,n,n,n,n
558,bubba tom hayes,pre-98 bubba kush,haze,n,n,n,n,n
559,bubba x skunk,bubba kush,skunk no 1,n,n,n,n,n
560,bubbas bitch,bubba kush,headband,n,n,n,n,n
561,bubbas gift,bubba kush,gods gift,n,n,n,n,n
562,bubble bomb,thc bomb,bubble gum,n,n,n,n,n
563,bubble cheese,cheese,bubble gum,bubba kush,n,n,n,n
564,bubble gum,n,n,n,n,n,n,n
565,bubbleberry,bubble gum,blueberry,n,n,n,n,n
566,bubblegum kush,bubble gum,n,n,n,n,n,n
567,bubblegun,bubble gum,ak-47,n,n,n,n,n
568,bubbas bitch,bubba kush,headband,n,n,n,n,n
569,bubbas gift,bubba kush,gods gift,n,n,n,n,n
570,bubble bomb,thc bomb,bubble gum,n,n,n,n,n
571,bubble cheese,cheese,bubble gum,bubba kush,n,n,n,n
572,bubble gum,n,n,n,n,n,n,n
573,bubbleberry,bubble gum,blueberry,n,n,n,n,n
574,bubblegum kush,bubble gum,n,n,n,n,n,n
575,bubblegun,bubble gum,ak-47,n,n,n,n,n
576,bubblicious,bubble gum,n,n,n,n,n,n
577,buckeye purple,granddaddy purple,n,n,n,n,n,n
578,buddha haze,amnesia haze,n,n,n,n,n,n
579,buddha tahoe,tahoe og kush,n,n,n,n,n,n
580,buddhas hand,lemon thai,snow lotus,n,n,n,n,n
581,buddhas sister,afghan hawaiian,n,n,n,n,n,n
582,buddha’s tooth,blue dream,n,n,n,n,n,n
583,buffalo bill,willys wonder,n,n,n,n,n,n
584,bugatti og,og kush,n,n,n,n,n,n
585,burkle,pre-98 bubba kush,granddaddy purple,n,n,n,n,n
586,burmese kush,n,n,n,n,n,n,n
587,burnt cookies,fire og,girl scout cookies,n,n,n,n,n
588,butter og,n,n,n,n,n,n,n
589,butterscotch,n,n,n,n,n,n,n
590,buzz bomb,n,n,n,n,n,n,n
591,c13 haze,cannalope haze,g13,n,n,n,n,n
592,c3,chemdawg,n,n,n,n,n,n
593,c3po,n,n,n,n,n,n,n
594,c4,cotton candy kush,shishkaberry,n,n,n,n,n
595,cbd blue shark,cbd shark,blue cheese,n,n,n,n,n
596,cbd critical cure,critical kush,n,n,n,n,n,n
597,cbd critical mass,critical mass,n,n,n,n,n,n
598,cbd kush,kandy kush,n,n,n,n,n,n
599,cbd lilly,n,n,n,n,n,n,n
600,n,n,n,n,n,n,n,n
601,cbd og,sfv og,n,n,n,n,n,n
602,cbd ox,the ox,n,n,n,n,n,n
603,cbd rich blessing,acdc,good medicine,n,n,n,n,n
604,cbd shark,shark shock,n,n,n,n,n,n
605,chr super og,skywalker og,tahoe og kush,larry og,n,n,n,n
606,csg,gsc,n,n,n,n,n,n
607,cabbage patch,cherry pie,durban poison,n,n,n,n,n
608,caboose,n,n,n,n,n,n,n
609,cackleberry,cherry og,stardawg,n,n,n,n,n
610,cactus,northern lights,afghani,n,n,n,n,n
611,cactus cooler,blue dream,og kush,n,n,n,n,n
612,cadillac cookies,cadillac purple,platinum gsc,n,n,n,n,n
613,cadillac purple,blackberry kush,the black,purple urkle,n,n,n,n
614,cali dragon,n,n,n,n,n,n,n
615,cali gold,n,n,n,n,n,n,n
616,cali jack,jack herer,pre-98 bubba kush,n,n,n,n,n
617,cali kush,n,n,n,n,n,n,n
618,california grapefruit,afghani,northern lights,skunk no 1,n,n,n,n
619,california hash plant,hash plant,n,n,n,n,n,n
620,california limes,n,n,n,n,n,n,n
621,california love og,pie face og,n,n,n,n,n,n
622,california orange,n,n,n,n,n,n,n
623,california sour,mexican,afghani,n,n,n,n,n
624,cali jack,jack herer,pre-98 bubba kush,n,n,n,n,n
625,cali kush,n,n,n,n,n,n,n
626,california grapefruit,afghani,northern lights,skunk no 1,n,n,n,n
627,california hash plant,hash plant,n,n,n,n,n,n
628,california limes,n,n,n,n,n,n,n
629,california love og,pie face og,n,n,n,n,n,n
630,california orange,n,n,n,n,n,n,n
631,california sour,mexican,afghani,n,n,n,n,n
632,california sour diesel,headband,n,n,n,n,n,n
633,calyx og,platinum calyx,true og,n,n,n,n,n
634,cambodian,n,n,n,n,n,n,n
635,cambodian haze,cambodian,purple haze,n,n,n,n,n
636,candy apple,blueberry,pineapple,afghan kush,n,n,n,n
637,candy cane,ak-47,white widow,mango,n,n,n,n
638,candy jack,jack herer,skunk 1,n,n,n,n,n
639,candyland,granddaddy purple,platinum gsc,n,n,n,n,n
640,n,n,n,n,n,n,n,n
641,n,n,n,n,n,n,n,n
642,canna-tsu,cannatonic,sour tsunami,n,n,n,n,n
643,canna-wreck,canna-tsu,timewreck,n,n,n,n,n
644,cannasutra,sensi star,n,n,n,n,n,n
645,cannadential,cannalope haze,la confidential,n,n,n,n,n
646,cannalope haze,mexican,haze,n,n,n,n,n
647,cannalope kush,cannalope haze,og 18,n,n,n,n,n
648,cannatonic,mk ultra,g13 haze,n,n,n,n,n
649,capers,burmese kush,n,n,n,n,n,n
650,capleton,white widow,n,n,n,n,n,n
651,captain america og,n,n,n,n,n,n,n
652,captains cake,girl scout cookies,white fire alien og,n,n,n,n,n
653,caramel cake,n,n,n,n,n,n,n
654,caramel candy kush,pre-98 bubba kush,ms universe,n,n,n,n,n
655,caramel kona coffee cookies,caramel kona coffee kush,gsc,n,n,n,n,n
656,caramel kona coffee kush,kona gold,n,n,n,n,n,n
657,caramelicious,maple leaf indica,afghan kush,n,n,n,n,n
658,caramella,n,n,n,n,n,n,n
659,caramelo,lavender,n,n,n,n,n,n
660,carl sagan,pre-98 bubba kush,blue moon rocks,n,n,n,n,n
661,carmel cough,the cough,ms universe,n,n,n,n,n
662,carnival,haze,n,n,n,n,n,n
663,carpet tape,gg4,rug burn og,n,n,n,n,n
664,cascadia kush,alien kush,frankenstein,n,n,n,n,n
665,casey jones,trainwreck,thai,east coast sour diesel,n,n,n,n
666,cashus clay,true og,bubble gum,master kush,n,n,n,n
667,casper og,face off og,ghost og,n,n,n,n,n
668,cat piss,super silver haze,n,n,n,n,n,n
669,cataract kush,n,n,n,n,n,n,n
670,catfish,n,n,n,n,n,n,n
671,cello sweet og,flo,n,n,n,n,n,n
672,central american,n,n,n,n,n,n,n
673,cerebro haze,n,n,n,n,n,n,n
674,chairman chem sou,chemdawg,sour og,n,n,n,n,n
675,champagne diesel,sour diesel,champagne kush,n,n,n,n,n
676,champagne kush,hash plant,burmese kush,n,n,n,n,n
677,charlie sheen,og kush,green crack,blue dream,n,n,n,n
678,charlottes web,n,n,n,n,n,n,n
679,cheese,skunk 1,n,n,n,n,n,n
680,central american,n,n,n,n,n,n,n
681,cerebro haze,n,n,n,n,n,n,n
682,chairman chem sou,chemdawg,sour og,n,n,n,n,n
683,champagne diesel,sour diesel,champagne kush,n,n,n,n,n
684,champagne kush,hash plant,burmese kush,n,n,n,n,n
685,charlie sheen,og kush,green crack,blue dream,n,n,n,n
686,charlottes web,n,n,n,n,n,n,n
687,cheese,skunk 1,n,n,n,n,n,n
688,cheese candy,cheese,caramelo,n,n,n,n,n
689,n,n,n,n,n,n,n,n
690,cheeseburger,n,n,n,n,n,n,n
691,cheesewreck,cheese,trainwreck,n,n,n,n,n
692,chef kush,n,n,n,n,n,n,n
693,chem berry diesel,n,n,n,n,n,n,n
694,chem beyond diesel cbd,chemdawg,n,n,n,n,n,n
695,chem crush,orange crush,n,n,n,n,n,n
696,chem dog,chemdawg,og kush,n,n,n,n,n
697,chem jack,chemdawg,jack herer,n,n,n,n,n
698,chem jong ill,chemdawg 4,n,n,n,n,n,n
699,chem kesey,n,n,n,n,n,n,n
700,chem scout,chemdawg 91,girl scout cookies,n,n,n,n,n
701,chem valley kush,chemdawg,sfv og kush,n,n,n,n,n
702,chems sister,chemdawg,n,n,n,n,n,n
703,chemwreck,chemdawg,trainwreck,n,n,n,n,n
704,chemdawg sour diesel,chemdawg,sour diesel,n,n,n,n,n
705,chemdog,nepalese,thai,n,n,n,n,n
706,chemdog 4 x alien og kush,chemdawg 4,alien og,n,n,n,n,n
707,chemdog 4,nepalese,thai,n,n,n,n,n
708,chemdog 91,thai,n,n,n,n,n,n
709,chemmy jones,chemdawg,casey jones,n,n,n,n,n
710,chemnesia,n,n,n,n,n,n,n
711,chemo,n,n,n,n,n,n,n
712,cherwillie,chernobyl,white widow,n,n,n,n,n
713,chernobyl,trainwreck,trinity,jack the ripper,n,n,n,n
714,cherries jubilee,n,n,n,n,n,n,n
715,cherry ak-47,ak-47,n,n,n,n,n,n
716,cherry bomb,north american indica,hawaiian,n,n,n,n,n
717,cherry cookies,cherry pie,girl scout cookies,n,n,n,n,n
718,cherry cream pie,cherry pie,cookies and cream,n,n,n,n,n
719,cherry diesel,cherry kush,n,n,n,n,n,n
720,cherry durban poison,durban poison,n,n,n,n,n,n
721,cherry fire,cherry pie,fire og,n,n,n,n,n
722,cherry fuel,buddhas sister,n,n,n,n,n,n
723,cherry grapefruit,cherry kush,grapefruit,n,n,n,n,n
724,cherry kola,afghani,n,n,n,n,n,n
725,cherry kush,purple afghani,og kush,n,n,n,n,n
726,cherry limeade,n,n,n,n,n,n,n
727,cherry mender,remedy,sour bubble,n,n,n,n,n
728,cherry og,thai,afghani,lost coast og,n,n,n,n
729,cherry pie,granddaddy purple,durban poison,n,n,n,n,n
730,cherry pie kush,durban poison,granddaddy purple,sfv og,n,n,n,n
731,cherry sauce,cherry pie,the sauce,n,n,n,n,n
732,cherry sherbet,cherry pie,n,n,n,n,n,n
733,cherry skunk,skunk dawg,n,n,n,n,n,n
734,cherry slyder,northern lights 5,afghani,n,n,n,n,n
735,cherry thunder fuck,cherry bomb,maple leaf indica,matanuska thunder fuck,n,n,n,n
736,cherry og,thai,afghani,lost coast og,n,n,n,n
737,cherry pie,granddaddy purple,durban poison,n,n,n,n,n
738,cherry pie kush,durban poison,granddaddy purple,sfv og,n,n,n,n
739,cherry sauce,cherry pie,the sauce,n,n,n,n,n
740,cherry sherbet,cherry pie,n,n,n,n,n,n
741,cherry skunk,skunk dawg,n,n,n,n,n,n
742,cherry slyder,northern lights 5,afghani,n,n,n,n,n
743,cherry thunder fuck,cherry bomb,maple leaf indica,matanuska thunder fuck,n,n,n,n
744,cherry vanilla cookies,platinum gsc,ms universe,n,n,n,n,n
745,cherry wine,the wife,n,n,n,n,n,n
746,chicle,bubble gum,chemdawg,n,n,n,n,n
747,chiesel,big buddha cheese,nyc diesel,n,n,n,n,n
748,china yunnan,n,n,n,n,n,n,n
749,chiquita banana,og kush,n,n,n,n,n,n
750,chloe,n,n,n,n,n,n,n
751,chocoholic,n,n,n,n,n,n,n
752,chocolate cheesecake,n,n,n,n,n,n,n
753,chocolate chunk,afghani,n,n,n,n,n,n
754,chocolate diesel,sour diesel,chocolate thai,n,n,n,n,n
755,chocolate drop,chocolate kush,lowryder,n,n,n,n,n
756,chocolate fondue,exodus cheese,chocolope,n,n,n,n,n
757,chocolate glue,n,n,n,n,n,n,n
758,chocolate hashberry,chocolate kush,blackberry kush,n,n,n,n,n
759,chocolate kush,mazar i sharif,n,n,n,n,n,n
760,chocolate lava,chocolate kush,hellfire og,n,n,n,n,n
761,chocolate meringue,chocolate kush,n,n,n,n,n,n
762,chocolate mint og,emerald og,granddaddy purple,n,n,n,n,n
763,chocolate og,true og,n,n,n,n,n,n
764,chocolate rain,chocolope,n,n,n,n,n,n
765,chocolate sap,citrus sap,n,n,n,n,n,n
766,chocolate skunk,chocolope,skunk no 1,n,n,n,n,n
767,chocolate thai,thai,n,n,n,n,n,n
768,chocolate thunder,chocolope,alaskan thunder fuck,n,n,n,n,n
769,chocolate tonic,chocolate kush,cannatonic,n,n,n,n,n
770,chocolony,the one,white choco,n,n,n,n,n
771,n,n,n,n,n,n,n,n
772,chocolope kush,chocolope,kosher kush,n,n,n,n,n
773,chong star,n,n,n,n,n,n,n
774,chronic,northern lights,ak-47,skunk 1,n,n,n,n
775,chronic thunder,chronic,alaskan thunder fuck,n,n,n,n,n
776,chuck og,tahoe og kush,afghani,n,n,n,n,n
777,chuckys bride,exodus cheese,cinderella 99,n,n,n,n,n
778,chunky diesel,deep chunk,sour diesel,n,n,n,n,n
779,chupacabra,hawaiian,romulan,island sweet skunk,n,n,n,n
780,church og,og kush,n,n,n,n,n,n
781,cinderella 99,jack herer,shiva skunk,n,n,n,n,n
782,cinderellas dream,blue dream,cinex,n,n,n,n,n
783,cindy haze,cinderella 99,super silver haze,n,n,n,n,n
784,cindy white,n,n,n,n,n,n,n
785,cinex,cinderella 99,vortex,n,n,n,n,n
786,cirrus,granddaddy purple,platinum girl scout cookies,n,n,n,n,n
787,citradelic sunset,ghost train haze,mandarin sunset,n,n,n,n,n
788,citral glue,original glue,n,n,n,n,n,n
789,citral skunk,n,n,n,n,n,n,n
790,citrix,grapefruit,la confidential,n,n,n,n,n
791,citrus kush,n,n,n,n,n,n,n
792,cindy white,n,n,n,n,n,n,n
793,cinex,cinderella 99,vortex,n,n,n,n,n
794,cirrus,granddaddy purple,platinum girl scout cookies,n,n,n,n,n
795,citradelic sunset,ghost train haze,mandarin sunset,n,n,n,n,n
796,citral glue,original glue,n,n,n,n,n,n
797,citral skunk,n,n,n,n,n,n,n
798,citrix,grapefruit,la confidential,n,n,n,n,n
799,citrus kush,n,n,n,n,n,n,n
800,citrus punch,sour tangie,clementine,n,n,n,n,n
801,citrus rush,do-si-dos,n,n,n,n,n,n
802,citrus sap,original glue,tangie,n,n,n,n,n
803,citrus sunshine haze,super lemon haze,kosher tangie,n,n,n,n,n
804,city of god,nyc diesel,god bud,n,n,n,n,n
805,clementine,tangie,lemon skunk,n,n,n,n,n
806,clementine kush,n,n,n,n,n,n,n
807,clementine’s terpentine,24k gold,n,n,n,n,n,n
808,clockwork orange,g13,black widow,n,n,n,n,n
809,cloud 9,nyc diesel,milky way,n,n,n,n,n
810,cloudcap,pre-98 bubba kush,3 kings,huckleberry,n,n,n,n
811,club 69,n,n,n,n,n,n,n
812,cluster bomb,cinderella 99,skunk 1,n,n,n,n,n
813,cluster funk,mr nice,n,n,n,n,n,n
814,cobbler,n,n,n,n,n,n,n
815,cobra lips,chemdog,appalachia,n,n,n,n,n
816,cocoa kush,dj short blueberry,n,n,n,n,n,n
817,coconut oil,sfv og,n,n,n,n,n,n
818,cold creek kush,mk ultra,chemdawg 91,n,n,n,n,n
819,colin og s1,the white,sour diesel,flo,n,n,n,n
820,collie man kush,n,n,n,n,n,n,n
821,colombian gold,south american,n,n,n,n,n,n
822,colombian mojito,n,n,n,n,n,n,n
823,colorado bubba,northern lights 5,og kush,n,n,n,n,n
824,colorado chem,n,n,n,n,n,n,n
825,colorado chem rbx3,chemdog 4,chemdog 91,chemdog,i-95,original glue,n,n
826,colorado clementines,big white,agent orange,n,n,n,n,n
827,comfortably dumb,n,n,n,n,n,n,n
828,commerce city kush,chemdawg 4,rare dankness 1,n,n,n,n,n
829,concord cream,cookies and cream,grape bubba,n,n,n,n,n
830,concord grape blockhead,sweet tooth,n,n,n,n,n,n
831,confidential cheese,la confidential,cheese,n,n,n,n,n
832,confidential cookies,confidential cheese,n,n,n,n,n,n
833,confidential wreck,la confidential,trainwreck,n,n,n,n,n
834,congo,pakistani chitral kush,n,n,n,n,n,n
835,connie chung,la confidential,g13 haze,n,n,n,n,n
836,conspiracy kush,obama kush,space queen,n,n,n,n,n
837,cookie breath,thin mint girl scout cookies,girl scout cookies,n,n,n,n,n
838,cookie dough,girl scout cookies,n,n,n,n,n,n
839,cookie jar,platinum girl scout cookies,white fire alien og,n,n,n,n,n
840,cookie monster,n,n,n,n,n,n,n
841,cookie puss,cat piss,gsc,n,n,n,n,n
842,cookie wreck,girl scout cookies,trainwreck,n,n,n,n,n
843,n,n,n,n,n,n,n,n
844,n,n,n,n,n,n,n,n
845,cookies and dream,blue dream,girl scout cookies,n,n,n,n,n
846,copper kush,frankenstein,lemon og kush,n,n,n,n,n
847,corleone kush,pre-98 bubba kush,sfv og kush,n,n,n,n,n
848,cookie monster,n,n,n,n,n,n,n
849,cookie puss,cat piss,gsc,n,n,n,n,n
850,cookie wreck,girl scout cookies,trainwreck,n,n,n,n,n
851,n,n,n,n,n,n,n,n
852,n,n,n,n,n,n,n,n
853,cookies and dream,blue dream,girl scout cookies,n,n,n,n,n
854,copper kush,frankenstein,lemon og kush,n,n,n,n,n
855,corleone kush,pre-98 bubba kush,sfv og kush,n,n,n,n,n
856,corleone kush the don cut,pre-98 bubba kush,sfv og,n,n,n,n,n
857,cornbread,bubba kush,n,n,n,n,n,n
858,cosmic collision,n,n,n,n,n,n,n
859,cotton candy kush,lavender,power plant,n,n,n,n,n
860,cotton purple chem,n,n,n,n,n,n,n
861,cougar milk,appalachia,n,n,n,n,n,n
862,cowboy kush,hells angel og,stardawg,n,n,n,n,n
863,coyote art,n,n,n,n,n,n,n
864,cracker jack,jack herer,green crack,n,n,n,n,n
